Fecha_Contratacion,Monto_Colocado,tech_cat,domestic_cat,credit_cat,online_cat,fin_help_cat,trump_dolar_rem,credito
2018-05-15,208796997.1,66,50,42,33,9,38,0
2018-05-16,199029494.6,59,60,41,29,7,34,-2
2018-05-17,189907654.6,67,52,50,34,7,37,0
2018-05-18,184589431.6,65,48,48,33,9,38,0
2018-05-19,29431045.79,86,58,38,31,7,33,0
2018-05-20,10765012.75,86,60,25,37,7,28,-4
2018-05-21,204530438.1,69,64,44,32,8,37,0
2018-05-22,173285233,69,56,40,30,10,35,-1
2018-05-23,181263641.8,67,45,40,31,10,35,-3
2018-05-24,150808588.2,71,47,40,31,9,36,0
2018-05-25,172706384.8,79,47,45,32,9,36,-1
2018-05-26,20881492.07,86,54,39,36,8,33,0
2018-05-27,9257923.69,89,60,24,33,5,27,0
2018-05-28,189501034.8,71,47,46,35,9,37,-3
2018-05-29,161387115.7,69,44,45,32,9,36,-3
2018-05-30,190971743.2,70,44,51,32,9,36,0
2018-05-31,187445306,69,46,46,33,9,37,-2
2018-06-01,172187226.1,67,46,48,33,9,38,0
2018-06-02,19096024.02,83,61,42,34,6,34,0
2018-06-03,6670678.9,83,100,26,33,7,27,0
2018-06-04,171263882.8,69,57,44,33,10,38,-2
2018-06-05,148868977.8,62,55,41,33,9,38,0
2018-06-06,149725296.5,62,46,40,33,8,37,-3
2018-06-07,157484564,60,46,38,30,9,35,-1
2018-06-08,191741396.7,69,46,42,36,9,39,0
2018-06-09,3706474.85,83,55,39,37,8,31,-2
2018-06-10,70941112,85,59,25,40,6,30,0
2018-06-11,341269794,69,50,43,38,9,37,0
2018-06-12,295680539.4,62,47,43,36,10,38,-2
2018-06-13,269445519.8,61,49,40,35,9,35,-2
2018-06-14,257719859.7,62,44,47,34,11,34,0
2018-06-15,256114306.9,67,44,49,33,12,38,-5
2018-06-16,65214972.25,83,58,39,34,7,30,0
2018-06-17,24779271.1,89,64,30,37,7,29,0
2018-06-18,240919962.8,85,55,26,39,8,32,0
2018-06-19,225844237.1,72,45,48,33,10,36,-2
2018-06-20,212149668.5,68,41,44,31,10,33,0
2018-06-21,194388141.4,62,44,43,31,10,36,-5
2018-06-22,215321903.9,69,44,50,33,11,38,0
2018-06-23,29104318.54,87,62,37,31,8,32,0
2018-06-24,18634022.16,90,55,21,38,5,33,-3
2018-06-25,223819997.6,83,49,50,41,8,41,0
2018-06-26,193482687.1,84,53,50,36,7,39,0
2018-06-27,168820529.9,83,54,62,35,5,38,-1
2018-06-28,205900028.3,92,51,42,37,5,33,0
2018-06-29,220392263.9,98,64,26,36,6,29,0
2018-06-30,37374451.89,93,72,32,37,5,30,0
2018-07-01,11618043.4,94,65,26,35,4,30,0
2018-07-02,141128167.5,83,49,54,38,9,45,0
2018-07-03,173685902.9,83,59,49,36,8,46,-2
2018-07-04,164999601.1,81,57,49,36,9,41,-6
2018-07-05,158394475.9,77,51,47,36,7,49,-3
2018-07-06,159964193.7,79,50,46,36,7,100,-1
2018-07-07,20275513.39,85,58,38,35,4,62,-3
2018-07-08,17233446.49,88,76,26,35,5,42,-2
2018-07-09,209134869.3,73,49,43,36,8,44,-5
2018-07-10,178473382.1,66,52,41,34,8,40,0
2018-07-11,177509886.9,64,62,40,33,7,39,-1
2018-07-12,185431346.8,66,43,41,33,7,36,-2
2018-07-13,186967259.3,66,45,53,34,7,41,0
2018-07-14,30245444.06,80,58,39,32,5,77,0
2018-07-15,12354622.28,87,60,26,34,4,42,-1
2018-07-16,196804185.2,70,48,49,35,6,47,0
2018-07-17,173951546.7,71,43,46,35,6,42,0
2018-07-18,168818855.9,66,47,43,35,7,39,0
2018-07-19,169162931.8,65,44,43,36,7,38,-3
2018-07-20,181423255.3,67,44,45,33,7,37,-1
2018-07-21,26890191.53,81,56,36,39,5,31,-1
2018-07-22,14197937.56,85,59,25,36,4,30,0
2018-07-23,201809076.3,65,49,50,36,6,39,-2
2018-07-24,172519450.5,66,48,43,34,6,42,-4
2018-07-25,174853863.3,67,53,40,34,6,43,-7
2018-07-26,176445948.5,67,61,43,33,7,41,0
2018-07-27,191253181.9,72,53,53,32,5,41,-3
2018-07-28,23475597.96,80,58,45,34,5,30,0
2018-07-29,7781073.71,92,61,28,35,3,28,-1
2018-07-30,184145506.4,74,47,60,36,7,37,-4
2018-07-31,193960662.3,84,68,36,37,6,33,-2
2018-08-01,162459613.6,68,53,48,35,6,19,0
2018-08-02,140585503.5,65,49,47,35,9,20,-2
2018-08-03,152924674.6,70,51,51,34,9,20,-1
2018-08-04,20399994.88,86,56,37,36,6,17,0
2018-08-05,20055656.21,87,86,26,40,4,15,0
2018-08-06,191517139.9,67,49,44,35,7,21,-1
2018-08-07,161799209.2,66,44,42,34,7,25,-1
2018-08-08,162351616,67,46,45,36,7,28,0
2018-08-09,165264075.2,74,46,40,36,5,21,-2
2018-08-10,168742260.8,34,28,22,16,2,21,-1
2018-08-11,30807475.48,38,26,17,17,2,16,-2
2018-08-12,10087976.97,41,27,10,17,2,15,0
2018-08-13,177862030.6,34,25,23,17,2,19,0
2018-08-14,163347002.3,33,22,23,16,2,24,-1
2018-08-15,157546432.1,31,22,21,16,3,24,-1
2018-08-16,167951066.2,29,22,21,15,3,23,-4
2018-08-17,164032780.5,31,25,22,15,2,23,-1
2018-08-18,25559188.35,33,25,16,15,2,18,0
2018-08-19,9280790.26,42,27,9,16,2,14,-1
2018-08-20,185204255.7,30,28,19,15,3,22,0
2018-08-21,134311513.5,31,21,19,16,4,21,-1
2018-08-22,140188035.9,30,21,18,17,3,19,0
2018-08-23,140062082.2,31,20,19,17,3,22,0
2018-08-24,149880451.7,33,22,21,18,3,21,0
2018-08-25,17550731.57,36,36,15,18,2,16,-2
2018-08-26,6650470.57,40,28,9,20,2,14,-1
2018-08-27,163174816.2,36,22,20,29,3,19,-1
2018-08-28,141380475.2,32,25,19,25,3,18,-1
2018-08-29,153195249.6,33,21,21,23,3,21,0
2018-08-30,158698184.4,32,21,23,24,3,28,0
2018-08-31,181362978.6,33,21,22,22,3,27,-1
2018-09-01,24371174.76,42,26,16,20,2,19,0
2018-09-02,4751864.48,41,28,9,19,3,17,0
2018-09-03,153097971.7,32,22,19,17,3,21,0
2018-09-04,117865896,33,21,19,16,3,23,0
2018-09-05,123782100.2,31,22,19,16,3,24,-1
2018-09-06,128171692,30,22,18,16,3,23,-1
2018-09-07,146981773.1,32,21,21,16,4,28,-2
2018-09-08,4974161.97,41,35,13,14,2,20,0
2018-09-09,79570141.91,46,26,8,18,2,22,0
2018-09-10,335003716.3,36,24,18,16,4,28,0
2018-09-11,273085358.3,38,24,17,16,4,29,0
2018-09-12,246103269.9,35,26,18,15,4,26,-1
2018-09-13,238546283.4,33,68,19,15,3,22,-4
2018-09-14,236314567.2,33,59,23,15,3,22,-1
2018-09-15,49781843.98,36,46,17,15,2,21,-1
2018-09-16,23710778.33,38,70,7,14,1,15,-2
2018-09-17,243336554.3,32,35,19,15,4,23,-2
2018-09-18,169774635.7,32,34,19,15,3,26,-3
2018-09-19,160734729.2,32,39,17,15,3,36,-2
2018-09-20,169680398.9,32,42,18,13,3,34,-1
2018-09-21,168667347.6,31,34,21,15,3,31,-5
2018-09-22,37839326.05,35,100,12,13,3,19,-7
2018-09-23,19875463.27,42,37,9,15,2,18,-4
2018-09-24,181063078.2,34,36,20,16,4,23,-7
2018-09-25,168616142,33,41,19,15,4,23,-9
2018-09-26,174736910.2,29,100,16,13,3,19,0
2018-09-27,163552137.5,35,31,19,15,4,23,-9
2018-09-28,188362624.3,37,25,26,16,4,24,-6
2018-09-29,32648630.09,37,54,17,14,3,18,0
2018-09-30,6333046.85,35,49,7,14,3,19,-4
2018-10-01,167690494.4,27,63,16,11,4,100,-13
2018-10-02,156857327.4,33,29,19,15,6,43,-7
2018-10-03,191997069.3,35,23,19,18,6,35,-10
2018-10-04,186279313,36,23,19,18,6,31,-14
2018-10-05,190665461.9,35,32,19,17,5,31,-5
2018-10-06,27294886.32,36,46,15,16,3,28,-10
2018-10-07,28008004.86,44,28,9,18,3,25,-6
2018-10-08,270131577.3,39,26,19,19,6,30,-8
2018-10-09,257045175.8,37,32,19,18,6,29,-18
2018-10-10,256720912.5,38,31,18,18,6,30,-9
2018-10-11,229989201.8,39,24,20,19,5,30,-17
2018-10-12,250179539.8,39,22,23,18,5,32,-15
2018-10-13,42847040.47,43,31,16,19,3,28,-16
2018-10-14,17448732.2,42,39,10,21,3,26,-5
2018-10-15,257886867.9,41,26,21,40,5,33,-9
2018-10-16,217690088.2,38,23,22,42,6,33,-6
2018-10-17,201635043.8,39,23,19,28,5,33,-11
2018-10-18,193936070.3,40,23,19,20,5,29,-9
2018-10-19,215842612.2,39,23,21,19,4,27,-13
2018-10-20,30582190.64,42,27,15,18,3,23,-7
2018-10-21,9282272.53,42,32,11,19,2,20,-12
2018-10-22,228388640.2,39,25,20,19,5,28,-7
2018-10-23,200754749.3,37,22,21,20,5,27,-7
2018-10-24,182439218.1,37,22,21,18,6,28,-12
2018-10-25,187297644.1,38,22,20,20,5,26,-18
2018-10-26,192164452.1,38,23,21,19,5,26,-18
2018-10-27,26407729.47,42,27,17,17,3,20,-9
2018-10-28,7837169.9,43,33,12,19,3,19,-3
2018-10-29,141200576.6,38,24,25,20,6,26,-14
2018-10-30,122148963.3,39,22,26,20,7,25,-12
2018-10-31,137356802.9,38,23,24,19,6,24,-10
2018-11-01,124109743,38,25,21,19,6,24,-6
2018-11-02,13736642.51,37,24,22,18,6,36,-7
2018-11-03,38733819.46,40,27,17,17,4,28,-4
2018-11-04,20781433.9,43,30,11,18,4,26,-13
2018-11-05,161449996.4,37,24,20,19,7,36,-4
2018-11-06,138011124.6,36,22,20,19,7,34,-13
2018-11-07,121978940.7,36,23,20,18,8,33,-8
2018-11-08,130981622.2,36,22,19,19,7,33,-12
2018-11-09,134552100.6,36,22,19,18,7,35,-7
2018-11-10,21782473.93,40,29,15,17,5,30,-6
2018-11-11,6578149.06,74,57,19,31,7,25,-2
2018-11-12,140860428.3,63,44,38,32,13,37,-8
2018-11-13,125160407.6,61,38,37,30,14,38,-11
2018-11-14,112921708.4,56,39,37,32,15,35,-9
2018-11-15,123263641.7,62,38,35,29,13,34,-5
2018-11-16,136625304.2,59,38,36,29,13,32,-11
2018-11-17,20966516.98,64,51,30,30,8,25,-4
2018-11-18,5541008.46,67,52,20,30,8,24,-1
2018-11-19,6993523.21,55,38,36,32,14,31,-5
2018-11-20,146680863,51,34,32,28,14,30,-8
2018-11-21,120818270.7,48,36,31,27,12,31,-6
2018-11-22,116226232.8,48,38,31,27,14,32,-9
2018-11-23,118156802.7,52,33,32,29,13,33,0
2018-11-24,18136220.61,64,45,28,32,9,26,-13
2018-11-25,5874221.91,60,48,19,31,7,23,-5
2018-11-26,133018728.9,51,33,35,30,14,41,-6
2018-11-27,116426128,48,35,31,30,14,37,-7
2018-11-28,115294672.4,52,37,32,27,15,37,-5
2018-11-29,115431308.1,47,34,33,27,15,41,1
2018-11-30,128262118.3,51,34,43,28,16,38,-4
2018-12-01,7590548.22,63,44,34,27,10,32,-2
2018-12-02,4004344.91,66,46,21,31,7,26,-3
2018-12-03,108127765.3,54,33,36,30,11,33,-6
2018-12-04,104817118.6,52,32,32,28,10,32,-4
2018-12-05,96091094.24,47,35,31,29,10,33,-12
2018-12-06,107397783.1,48,33,29,27,8,29,-14
2018-12-07,119445215.2,52,34,32,27,9,32,-8
2018-12-08,1213940,64,46,26,29,7,27,-12
2018-12-09,73104737,68,41,14,30,8,25,-11
2018-12-10,532149058,54,33,33,28,13,31,-4
2018-12-11,369951888.4,51,34,31,28,13,26,-10
2018-12-12,111598150.8,87,38,30,29,10,29,-16
2018-12-13,451632902.6,100,34,30,28,10,30,-9
2018-12-14,334569246,83,35,39,30,9,30,-8
2018-12-15,122578599.4,84,46,31,27,7,26,-13
2018-12-16,46808337.65,75,95,17,27,5,20,-1
2018-12-17,348166230.5,63,36,38,32,11,29,-10
2018-12-18,304344296.1,59,41,33,30,10,28,-6
2018-12-19,278111359.7,57,37,29,28,11,28,-8
2018-12-20,263800015.3,56,35,29,27,11,26,-5
2018-12-21,238287839.9,65,35,35,27,11,27,-2
2018-12-22,55192875.57,80,46,27,29,7,22,-5
2018-12-23,26558595.71,82,54,19,30,5,20,0
2018-12-24,165488887.1,62,43,32,30,9,27,-8
2018-12-25,13225912.88,58,35,29,29,9,29,-13
2018-12-26,157257380.4,58,35,30,27,8,30,-12
2018-12-27,156753147.9,59,37,32,27,8,29,-12
2018-12-28,151426336.5,66,35,46,30,7,29,-9
2018-12-29,32881780.42,75,44,37,30,6,24,-13
2018-12-30,5901028.89,77,46,21,29,5,20,-4
2018-12-31,64826485.83,58,35,35,30,9,29,-6
2019-01-01,5210943.62,55,35,32,29,8,30,-8
2019-01-02,206871766,53,35,31,31,8,29,-18
2019-01-03,150128205.9,50,32,28,30,9,29,-9
2019-01-04,160720347,54,35,32,29,7,28,-11
2019-01-05,19612329.69,70,45,30,30,5,24,-7
2019-01-06,27569607.78,67,49,19,30,6,20,-2
2019-01-07,242607517.1,55,37,31,29,8,27,-15
2019-01-08,212344757.4,55,32,30,31,9,27,-5
2019-01-09,194216431,50,31,29,28,9,26,-5
2019-01-10,193883313.3,51,29,29,27,11,26,-14
2019-01-11,200934519.9,55,36,35,28,20,25,-11
2019-01-12,44581764.55,70,37,28,29,11,23,-5
2019-01-13,7257337.29,74,41,17,32,8,19,-13
2019-01-14,377869114.7,55,35,35,33,11,25,-9
2019-01-15,374740062.5,48,33,32,31,10,26,-8
2019-01-16,391595712.7,48,38,30,28,9,26,-13
2019-01-17,359507704,51,32,30,30,9,28,-10
2019-01-18,368129282.5,53,35,31,28,7,32,-9
2019-01-19,52814974.78,64,45,30,28,5,27,-4
2019-01-20,37730336.68,68,44,21,30,4,24,-2
2019-01-21,448250924.3,54,35,30,30,8,29,-2
2019-01-22,371306228.2,51,37,28,30,8,28,-8
2019-01-23,357982097.8,49,38,28,28,7,29,0
2019-01-24,336518568.8,50,34,28,28,7,30,0
2019-01-25,355115625.9,59,33,34,30,7,29,0
2019-01-26,79509643.58,66,45,28,28,5,22,-2
2019-01-27,23920073.77,65,53,20,31,4,20,0
2019-01-28,367905181.5,56,35,33,30,7,100,-6
2019-01-29,322003051.9,52,30,32,28,8,83,0
2019-01-30,299543877.2,53,31,39,26,6,59,-11
2019-01-31,314931300.5,58,36,37,29,6,51,0
2019-02-01,409839213.7,72,39,29,33,5,44,-5
2019-02-02,56020677.95,67,48,30,33,5,35,-6
2019-02-03,50326859.84,72,45,19,32,5,44,-3
2019-02-04,15802683.93,61,40,32,31,9,60,-13
2019-02-05,272819096.5,53,37,31,32,11,61,0
2019-02-06,241765501.8,60,35,29,32,8,76,0
2019-02-07,249499478.1,53,35,31,31,9,60,-11
2019-02-08,256454369.8,55,36,32,36,9,71,-10
2019-02-09,43016760.79,67,46,30,35,7,49,-14
2019-02-10,29813177.04,69,51,23,34,5,39,-3
2019-02-11,317200024.5,59,41,33,37,8,54,0
2019-02-12,270001221,48,29,26,31,7,53,0
2019-02-13,269310540.2,48,30,25,34,8,57,0
2019-02-14,231326829.8,51,29,28,36,6,51,0
2019-02-15,260503960.3,70,39,34,60,8,51,-13
2019-02-16,46609897.02,87,48,29,59,5,41,0
2019-02-17,16844715.08,93,48,16,57,4,37,-7
2019-02-18,285839462.4,83,47,19,57,5,44,-10
2019-02-19,243466025.8,65,35,30,45,7,52,-5
2019-02-20,212862055.9,53,30,27,36,8,48,-6
2019-02-21,228176903.2,52,29,24,40,10,48,-16
2019-02-22,235188803.4,53,31,27,66,9,49,-9
2019-02-23,34417988.34,65,41,24,48,6,40,-11
2019-02-24,15991321.37,62,40,18,38,4,33,-7
2019-02-25,264366638.7,53,31,25,48,7,51,-4
2019-02-26,226313331.8,47,29,25,39,6,64,-5
2019-02-27,264409235.4,44,29,27,32,7,52,-5
2019-02-28,292266697.6,46,42,27,30,7,47,-2
2019-03-01,267141303.3,49,32,35,31,8,51,-2
2019-03-02,33251352.27,60,53,26,31,9,100,-5
2019-03-03,15572709.37,60,42,17,32,8,84,-6
2019-03-04,250607499.9,52,31,29,32,12,83,-2
2019-03-05,197272428.7,49,27,28,33,12,66,-11
2019-03-06,222777215.4,47,27,25,32,12,50,-5
2019-03-07,229506289.7,50,34,28,31,15,49,-7
2019-03-08,267315852.2,54,31,29,33,11,51,-5
2019-03-09,9609700,66,35,25,35,8,41,-11
2019-03-10,54358523,65,44,16,37,6,36,-7
2019-03-11,503991461,55,31,28,38,10,48,-9
2019-03-12,414229205.4,53,30,29,37,9,46,-9
2019-03-13,402510545.2,58,32,25,37,9,45,-5
2019-03-14,382750030.7,56,31,29,36,9,51,-6
2019-03-15,416848820.2,55,41,37,35,10,43,-4
2019-03-16,111190853.9,64,34,31,38,8,37,-3
2019-03-17,46808885.5,72,52,15,42,6,35,-6
2019-03-18,43883485.59,62,47,32,46,11,48,-6
2019-03-19,377617134.5,67,33,32,43,10,52,-4
2019-03-20,328024879.7,69,32,31,43,8,52,-7
2019-03-21,290784796.2,74,33,32,46,8,59,-10
2019-03-22,301364676.8,72,32,34,41,6,61,-8
2019-03-23,74966283.39,78,35,27,40,6,50,-9
2019-03-24,34806809.86,92,41,15,38,4,42,-6
2019-03-25,345200941.8,87,36,25,37,4,49,-4
2019-03-26,257182010.1,100,38,9,37,3,44,0
2019-03-27,281358605.3,90,36,27,45,5,60,-8
2019-03-28,274299456.8,82,37,29,42,5,53,-4
2019-03-29,330142023.5,76,35,32,40,5,64,2
2019-03-30,54641379.4,80,37,25,37,4,55,0
2019-03-31,6860008.32,84,42,14,38,4,45,-3
2019-04-01,296157917.6,74,33,27,36,5,53,-3
2019-04-02,239924844.6,73,44,12,30,4,55,-4
2019-04-03,236870438.3,73,36,29,40,11,70,-8
2019-04-04,216215872.5,76,36,28,42,12,63,-4
2019-04-05,239306021.1,81,32,30,42,9,64,-5
2019-04-06,38389877.51,82,46,24,38,8,52,-1
2019-04-07,44427891.15,91,45,15,39,6,44,-1
2019-04-08,327160165.2,66,33,28,37,10,60,-8
2019-04-09,289675018.6,57,31,26,31,9,56,-4
2019-04-10,266776994,52,32,24,32,16,65,-9
2019-04-11,256656735.1,50,31,25,30,19,64,0
2019-04-12,255955248.5,51,31,28,31,16,65,-9
2019-04-13,61051163.94,60,42,22,29,11,62,-5
2019-04-14,25776774.19,61,43,15,33,9,50,-5
2019-04-15,300944807,49,32,27,32,11,70,0
2019-04-16,257840801.9,47,30,27,30,12,78,-14
2019-04-17,228968364.6,47,30,25,30,15,73,-7
2019-04-18,26259102.53,45,30,24,28,12,77,-7
2019-04-19,19886090.95,48,30,28,29,13,66,-6
2019-04-20,27082312.29,53,42,22,28,9,57,-5
2019-04-21,16426952.31,56,48,15,31,7,50,-1
2019-04-22,264866281.8,46,35,25,29,9,56,-9
2019-04-23,218920510,44,31,25,29,11,55,0
2019-04-24,212390129.2,42,33,24,29,12,51,-6
2019-04-25,231598310.6,43,32,25,29,12,54,-8
2019-04-26,222471794.9,50,32,27,30,12,58,-14
2019-04-27,37554264.2,55,38,23,30,9,56,-2
2019-04-28,12529314.47,55,43,16,30,7,46,-5
2019-04-29,265001890.1,44,33,26,29,11,53,0
2019-04-30,263958905.6,42,30,26,28,11,49,0
2019-05-01,17742134.72,47,30,26,26,11,54,0
2019-05-02,242704348,41,28,27,27,11,51,-3
2019-05-03,212897440.9,46,31,28,28,10,48,-4
2019-05-04,45669323.55,55,35,26,28,8,45,-7
2019-05-05,2304049.16,59,46,17,29,8,37,0
2019-05-06,208861236.5,53,40,17,31,8,44,-3
2019-05-07,178810182.1,46,34,28,29,9,65,-12
2019-05-08,180332823.6,41,35,26,27,9,71,-3
2019-05-09,173572988.3,40,29,24,26,12,63,-5
2019-05-10,144854985.9,41,29,27,26,11,63,-5
2019-05-11,23884484.08,50,40,26,29,9,54,-5
2019-05-12,38507656.7,53,41,16,28,9,49,0
2019-05-13,254888755.9,43,30,26,28,11,68,0
2019-05-14,232740596,39,31,23,25,12,65,-8
2019-05-15,234079330.9,37,30,24,27,10,58,-15
2019-05-16,225725311.7,64,46,39,41,14,61,-4
2019-05-17,221818853.6,67,48,52,43,16,74,-8
2019-05-18,47150026.15,86,63,47,45,15,57,-6
2019-05-19,17321383.55,90,67,29,47,13,46,0
2019-05-20,225227054.1,73,46,46,46,17,65,-7
2019-05-21,199252909.5,68,51,41,45,16,62,0
2019-05-22,198775337.5,66,50,41,43,17,58,-6
2019-05-23,185016259.5,64,48,41,45,17,56,0
2019-05-24,199607590.7,67,46,46,41,15,57,0
2019-05-25,40707881.97,82,62,40,44,13,54,-4
2019-05-26,12906682.15,87,77,28,42,13,45,-7
2019-05-27,220135947.9,67,82,43,41,18,57,0
2019-05-28,188747069.3,68,48,42,42,26,58,0
2019-05-29,198205458.6,63,57,46,43,25,59,-12
2019-05-30,218478648.9,64,49,53,42,26,64,0
2019-05-31,264941401.3,72,49,53,43,28,55,-4
